Area Code,geometry,Latest Data,Local Authority,"Cases per 100,000"
E06000011,"POLYGON ((-1.103570422777524 53.66955675386935, -1.079053807600916 53.66353352622799, -1.048662636273154 53.65605747998827, -0.991002192683158 53.66118651807385, -0.989983462105166 53.65898293605194, -0.946844642823067 53.65914176748313, -0.865338726025611 53.63770823304274, -0.84826408757923 53.63303666108639, -0.788743473253485 53.65920973626581, -0.772135989616307 53.66407527634579, -0.774499549375076 53.65620922916065, -0.72176846098143 53.67936060953049, -0.702455580134462 53.67749104371626, -0.698493650558127 53.68461123889254, -0.699725310049221 53.69569340295305, -0.70997840572146 53.69586442209233, -0.698526469683329 53.69773347393593, -0.712492069703981 53.70233466523958, -0.7425985908855121 53.70698152116682, -0.695979861644625 53.70436198334182, -0.671611925277973 53.72184273768723, -0.618534438772313 53.73051023837298, -0.637248965621267 53.72889345219426, -0.6302179527027461 53.73399352370506, -0.583338025607579 53.72660046758498, -0.542564628152399 53.70844283757789, -0.419208056089771 53.71958121408104, -0.422301309344807 53.73150429159245, -0.401939174774099 53.74998730069125, -0.422341662667568 53.75056106404616, -0.418203810999879 53.76063234512201, -0.388109704295119 53.7693453926635, -0.392219628895841 53.79113288148356, -0.359603756056413 53.79337967676928, -0.363752563134149 53.79954308408971, -0.353664037176623 53.80852456402383, -0.316134326202857 53.81327016728823, -0.278250259007925 53.78206018761254, -0.252324831097553 53.78132833326604, -0.254201119922905 53.76350066955989, -0.241403486910475 53.75490878052398, -0.247304680963925 53.7411713801422, -0.244040643165144 53.73753204069229, -0.244332662413289 53.73717632887789, -0.243074244918635 53.72946459067418, -0.230224209345142 53.73355308870789, -0.227145797843287 53.70849580672264, -0.214019080189804 53.7088674212547, -0.103431308926768 53.63528522258401, -0.053896068009883 53.62907861359858, 0.032466990058059 53.64934602694878, 0.08142828966429901 53.64044553196187, 0.142362087313204 53.60943710752241, 0.144683014700431 53.60460755850329, 0.142476631948672 53.59731640273513, 0.107581444008888 53.57132101494662, 0.141991934060034 53.59571433262875, 0.146682230874139 53.60044655335658, 0.145639402472557 53.6077671968014, 0.116534301015206 53.66310608933208, -0.037125668962884 53.78888573268365, -0.156013256944389 53.90161399286157, -0.213085827109281 54.00745922483112, -0.212282575480449 54.05657176490173, -0.166815043322521 54.09886351759228, -0.104481722870351 54.10414555869342, -0.076304635387503 54.11635998942762, -0.09374149658617 54.12844715007811, -0.212509855046284 54.15769203150384, -0.22974662180302 54.13244035579999, -0.265419797803465 54.14055851004053, -0.304236423519452 54.13626185255409, -0.323841934250232 54.15029693454982, -0.346397161515299 54.14687294252459, -0.37492744814463 54.15411315380117, -0.390747238234669 54.17652070623651, -0.418250115583672 54.17406341719952, -0.433168631458221 54.16407271542032, -0.427093852639448 54.13744256189278, -0.458539666811106 54.12597360924875, -0.454351131499513 54.11676251235792, -0.465942458016893 54.10763297777816, -0.524612344870749 54.08547474762953, -0.563137247607814 54.09399952644762, -0.615523445115742 54.07049370970445, -0.6603169339159281 54.06310005378152, -0.644653954650704 54.0551130976901, -0.659484342246755 54.0371698266984, -0.687039074332374 54.03076766055583, -0.68350162911553 54.00880185372224, -0.730489261578151 54.0127008358487, -0.734257303331504 54.03025877468115, -0.7991910111631531 54.01905483953134, -0.800704633922219 54.02411861935123, -0.878444297010193 54.01718451404922, -0.893902669681898 53.99953508071504, -0.925294992911636 53.99151837490387, -0.934106000959381 53.96845642323774, -0.921212172316722 53.96042222472604, -0.92160038587963 53.9214164047554, -0.9495196939084251 53.89391480529013, -0.920843783643936 53.89061963845269, -0.9235177521396321 53.88076645194242, -0.948227089673736 53.86160956708607, -0.940610986349814 53.82351846721654, -0.920106077429086 53.81609299388466, -0.934499012722836 53.80177718994898, -0.9282535548479 53.76559844527026, -0.973302703933658 53.75018801461879, -0.961625704609213 53.73570669689051, -0.911887036199275 53.73241717143109, -0.906489587405593 53.71976523011065, -0.957833177143808 53.71500823815793, -0.962781999236259 53.70097056697584, -0.980925621973554 53.7051674371293, -0.980515331284601 53.6999593050561, -0.9802916890339129 53.69711998008633, -0.980570994323766 53.69710552405111, -1.038874632496158 53.6940733777658, -1.068937112461991 53.70398142296482, -1.103570422777524 53.66955675386935))",2021-02-21,East Riding of Yorkshire,4822.5
E06000012,"POLYGON ((-0.200723603455493 53.63996597157779, -0.232616662304542 53.62400298935569, -0.29211512919743 53.61326743121869, -0.24847604907361 53.59366369258871, -0.251395553409818 53.58465307698802, -0.234668675193634 53.58625041939805, -0.222558901329779 53.5680169282635, -0.195185374970214 53.57161935759542, -0.189340889945024 53.56592258852627, -0.219882527217496 53.53260649167341, -0.210589579218055 53.53170646500293, -0.204086448790055 53.51176734281159, -0.210604976147154 53.48628847514136, -0.188565229273785 53.4845380584939, -0.181804717740498 53.46864941225242, -0.153680016923717 53.46567775800118, -0.149227746736442 53.44669966539006, -0.131879272038797 53.43593939734311, -0.120343715760136 53.43356492337187, -0.082209345071156 53.45115100638181, -0.10782063241139 53.46986275772461, -0.089803735537529 53.47768241530051, -0.095488450310831 53.48598899655733, -0.075262003890499 53.48933573992722, -0.065045410609838 53.51873965777028, -0.046613538113753 53.5200987302721, -0.039600203026664 53.51311655507194, 0.0176321787622 53.52549450375491, -0.008541075727788 53.55566904003361, -0.003520029235385 53.54671960799984, -0.015037666755076 53.55150906014443, -0.064009303398119 53.58379657684475, -0.079272873674365 53.57695644349155, -0.093843961973294 53.58115568435437, -0.200723603455493 53.63996597157779))",2021-02-21,North East Lincolnshire,4688.4
E06000013,"MULTIPOLYGON (((-0.817739870513006 53.45827615351917, -0.797954632918948 53.45533518649692, -0.7678648754738709 53.47937627468692, -0.768166274720342 53.49699440856064, -0.76723587906192 53.498904920596, -0.751058304925423 53.50053756038691, -0.741807084498578 53.51158237356461, -0.738579278552953 53.51984709182175, -0.624491104429227 53.51283921485784, -0.629752674978015 53.45821899246145, -0.557979815413621 53.4588775536926, -0.478258089305397 53.47350153202764, -0.488383657821996 53.50486022450413, -0.415530583613097 53.51469152879524, -0.406025264301563 53.52391214232474, -0.430664749921137 53.54633715645677, -0.5012291253968441 53.53746121657338, -0.490926930402738 53.54587492377824, -0.467018371437879 53.54896069238486, -0.429001046046789 53.57452471512165, -0.41696297298743 53.56321468989562, -0.335938821094677 53.55862659223747, -0.300743140941247 53.59528363097629, -0.308555246775199 53.61432875785917, -0.29211512919743 53.61326743121869, -0.232616662304542 53.62400298935569, -0.200723603455493 53.63996597157779, -0.294150161665221 53.71414150345498, -0.387605025750805 53.70218882898821, -0.390496302246744 53.68924672397633, -0.39494446993873 53.70004821309471, -0.442570645390069 53.6973313244509, -0.442844430384238 53.68928121879674, -0.443415969655919 53.69735417799522, -0.470575723188397 53.69822546140123, -0.523512658257057 53.67699373089488, -0.586254456949993 53.69333875269722, -0.610655001720264 53.71445824973978, -0.639504133860446 53.71016918832427, -0.694908836006211 53.6945228870885, -0.684916026531492 53.67283428947552, -0.6917389538851449 53.67875329836374, -0.698493650558127 53.68461123889254, -0.702455580134462 53.67749104371626, -0.72176846098143 53.67936060953049, -0.774499549375076 53.65620922916065, -0.772135989616307 53.66407527634579, -0.788743473253485 53.65920973626581, -0.84826408757923 53.63303666108639, -0.865338726025611 53.63770823304274, -0.897926451077773 53.58327743859383, -0.901117807880235 53.56872422661364, -0.890995208077956 53.56655898229209, -0.901265910078631 53.54790842525021, -0.892295380495885 53.53746696384545, -0.943715825340442 53.53064301866817, -0.950009087300711 53.51365743446911, -0.932094163383945 53.51067182361648, -0.935564625288195 53.5025165293909, -0.9004706270826 53.47515586727925, -0.920246794246959 53.46550765057042, -0.916249020723134 53.46029568971551, -0.871919281432214 53.46631080395492, -0.817739870513006 53.45827615351917)), ((-0.520770416932692 53.68521880604173, -0.55371706680489 53.69033245781934, -0.5357477827382749 53.68125642387452, -0.520770416932692 53.68521880604173)))",2021-02-21,North Lincolnshire,4573.6
E06000014,"POLYGON ((-1.059712196755451 54.05660694761139, -1.058733825134485 54.04784510392867, -1.089407810555029 54.04801455812721, -1.120281963896179 54.02904542077408, -1.140796561889594 54.02985881475566, -1.149090664836364 54.00294738074125, -1.136998226381284 53.99108262277642, -1.151912469342858 53.98917812344173, -1.175509992901661 54.00219660836688, -1.191935434401368 54.00051941311295, -1.182103153031777 53.98534526509085, -1.216519484061106 53.98559046864021, -1.223705508971984 53.97482921122236, -1.195638225284603 53.92238013367349, -1.107362005822214 53.87688745910066, -1.105338005256774 53.87584247045724, -1.095318783623815 53.88445807271237, -1.064959574810493 53.87458579143059, -1.008204900588983 53.88999533405693, -0.9928328445742109 53.87521066407066, -0.944071677500396 53.88812167251195, -0.9235177521396321 53.88076645194242, -0.920843783643936 53.89061963845269, -0.9495196939084251 53.89391480529013, -0.92160038587963 53.9214164047554, -0.921212172316722 53.96042222472604, -0.934106000959381 53.96845642323774, -0.925294992911636 53.99151837490387, -0.9948365230849 53.98306417168896, -0.9719300669708379 53.99669576541386, -0.975419551954689 54.00474993119592, -0.984781658217014 54.00267937482111, -0.966845424649924 54.02297584836131, -1.002084734282721 54.05526306804004, -1.014377414533044 54.04932181629123, -1.059712196755451 54.05660694761139))",2021-02-21,York,5565.1
E06000015,"POLYGON ((-1.544068498887164 52.92420773880494, -1.556852230499243 52.91467877443487, -1.541691004504973 52.88953992744167, -1.503112225613224 52.88484544802961, -1.494512788283702 52.87007899645074, -1.464086401298939 52.87255991455344, -1.446226830547011 52.86130942425856, -1.423567450319875 52.86507804909123, -1.418912589002731 52.88454647196595, -1.402772273636596 52.9004624528618, -1.388263158921562 52.90146831286341, -1.383074407467644 52.92593156964331, -1.423964124347769 52.93565106917407, -1.409280628852734 52.95032264403886, -1.468552191930805 52.95066230618917, -1.474630540249434 52.96592802967157, -1.495405481775137 52.96587936289441, -1.508028820759 52.93745180969279, -1.544068498887164 52.92420773880494))",2021-02-21,Derby,7311.3
E06000016,"POLYGON ((-1.185289239334934 52.66064409619078, -1.190655949388975 52.64039385944344, -1.207252168035359 52.64258797161455, -1.215980784602003 52.63453355627717, -1.165558886563282 52.61308144454519, -1.174224363040141 52.59292634172547, -1.157890242554521 52.59082198899611, -1.160941698382283 52.58253054991332, -1.14949577431606 52.5810241157686, -1.143618543072265 52.58802542659618, -1.120170851960887 52.59754407687371, -1.103650755054578 52.59591179444399, -1.096613520285077 52.61649138175596, -1.070489707476728 52.61806683138521, -1.046962247105176 52.6346200812552, -1.04861278988328 52.65499595639354, -1.075078849532302 52.66962563750455, -1.118811821690268 52.67318631886097, -1.129224678435095 52.6653897823953, -1.143262361024961 52.68715715808074, -1.157252032867273 52.6915230260726, -1.178065575353023 52.67803498325271, -1.185289239334934 52.66064409619078))",2021-02-21,Leicester,9365.8
E06000017,"POLYGON ((-0.664101453534753 52.75671046093603, -0.751697884509706 52.73671218617224, -0.776484384415236 52.74393419175613, -0.813435226931193 52.72912973288884, -0.821752864472965 52.71567518454798, -0.786044854215378 52.69474105002048, -0.782041592366397 52.66948143854195, -0.808693242414139 52.64612606609193, -0.8058246706184991 52.62068787834488, -0.820950352829114 52.59645486171901, -0.792435455444373 52.59761416996166, -0.765264216008954 52.58247017983705, -0.759893743806875 52.56490603436676, -0.738864421751923 52.54888333797635, -0.7422064899302659 52.53948597702286, -0.7136583379638261 52.524963968358, -0.674864344204412 52.55863838264904, -0.603019141912138 52.58859113232828, -0.586972401223626 52.58742887111149, -0.581546989328586 52.59586822830789, -0.571903726305604 52.58580336981471, -0.558117814289337 52.59448396766489, -0.544173532572234 52.59288828101817, -0.552938854430842 52.60134895068968, -0.540260653382861 52.62596576915965, -0.517397149134818 52.64237952606493, -0.495025802128916 52.64023638524713, -0.5235860016338511 52.66523372024792, -0.50667432122478 52.65952592129406, -0.456191200774775 52.67039343339342, -0.434054536211506 52.68370507174866, -0.430443229209799 52.70542194748131, -0.49453090710973 52.70965327977713, -0.5424336411841471 52.72328144943851, -0.539974276076003 52.73840175477152, -0.572636470370485 52.75310903812078, -0.6054438425778 52.75049294441771, -0.6102884687490709 52.75982137963798, -0.664101453534753 52.75671046093603))",2021-02-21,Rutland,3734.3
E06000018,"POLYGON ((-1.182746182998805 53.01856914589001, -1.209882678107261 53.01814266384326, -1.225147767980738 53.00809580215526, -1.219107276817734 52.9914992580779, -1.203352222892262 52.98752948569859, -1.226178378092715 52.98114218312134, -1.246838643448086 52.98454319458762, -1.23197884944612 52.96764270656893, -1.246890742528632 52.95319570328495, -1.182301251060899 52.9173362705305, -1.199009207623802 52.90947886754392, -1.210899446388084 52.91215275947796, -1.213919852228494 52.90441478760994, -1.176425633117061 52.88906770382191, -1.15860361808389 52.90006211396042, -1.152288781482456 52.93702645233142, -1.141883383960337 52.93198953090351, -1.131760015901832 52.94281592573635, -1.099676697842596 52.9419751354145, -1.086115072462458 52.94856988396152, -1.120106854172137 52.96782539423612, -1.122786273744942 52.98346694910859, -1.142488659695783 52.98628840536355, -1.138254716374563 52.99484357884413, -1.153655973777385 52.99718521787167, -1.143512679588681 53.00650114449052, -1.182746182998805 53.01856914589001))",2021-02-21,Nottingham,8608.3
E06000019,"POLYGON ((-2.954651356250572 52.34915476284978, -2.966801163678305 52.32944907463776, -3.000866046657848 52.32176580535933, -3.012608087256343 52.27916900281172, -2.949634755807217 52.26946823422341, -2.977181626925927 52.25968614720592, -3.005775984669567 52.26425950273271, -3.035860889543142 52.25675701882633, -3.048318097359675 52.25023290925913, -3.044215118433172 52.23792745623713, -3.073036711863124 52.23587692152199, -3.072091803929514 52.213087287645, -3.102081870786159 52.20272042564136, -3.094651048892327 52.18374227303416, -3.12243047087079 52.16341960557988, -3.09889603996449 52.15473388608741, -3.08254318096633 52.16304716088471, -3.072538265894096 52.15577323478728, -3.09369007605061 52.14430599642301, -3.135873305082855 52.13790839225277, -3.141920724848872 52.12786718542427, -3.104985077107091 52.11672761673405, -3.105465727014272 52.10538623902329, -3.122715169868596 52.10315793088011, -3.125895618498902 52.07831082160597, -3.090588112731544 52.05051328792544, -3.086286643459273 52.04019437448937, -3.099198906930241 52.02268580857006, -3.067367938563712 51.9831427879402, -3.025944500428395 51.95728228723105, -3.008123315642774 51.92713054667357, -2.976665334473766 51.92749019918487, -2.971846330871179 51.90498162678816, -2.877835227640849 51.93381437613372, -2.844934893207516 51.92202599764963, -2.861919854673543 51.91401815371239, -2.841908370205322 51.91772648234414, -2.836100680018953 51.90604500006918, -2.768428307851317 51.88054099834336, -2.778798875524311 51.8658590666979, -2.738848586347645 51.83661651037935, -2.719605153914671 51.84891927610308, -2.715128370584523 51.84024392770898, -2.697302115797467 51.84480912766501, -2.69329553822647 51.83384101216626, -2.666197539637821 51.83562355704258, -2.650400705674318 51.82612468893831, -2.636710053416883 51.84309526128862, -2.625466958159176 51.83896400245442, -2.601216633047248 51.85621626440867, -2.582816882416955 51.849577352947, -2.5806409604219 51.86167137643702, -2.531623940375765 51.86077154690172, -2.50862440109418 51.88516905694531, -2.487794692746546 51.88041754590858, -2.439357978727393 51.89739572833516, -2.448184792886238 51.9186682322372, -2.466043000693799 51.92797450353729, -2.465487017323088 51.95169640724774, -2.500906454073669 51.96060914428635, -2.492244846239155 51.96412877731415, -2.494912933323755 51.9810752068267, -2.470992593373379 51.99473607310793, -2.491984799351075 52.0076618755015, -2.478932300921908 52.02253041103995, -2.464079386409315 52.02327418494627, -2.463255688832009 52.01434027829517, -2.436547351355504 52.01479580575, -2.437293723145139 51.99716704342874, -2.413196275076408 51.99409030781168, -2.399018489896304 51.99614594787941, -2.392892231713278 52.0129587700424, -2.351378522441745 52.02135902903936, -2.337962615657791 52.08988462023912, -2.352147344290922 52.10348558877084, -2.351401961484151 52.14462413466382, -2.379321191331529 52.15511160706781, -2.415194979094393 52.14524023899988, -2.43517518126441 52.16821662486271, -2.421948428396938 52.17247511576309, -2.407838669869511 52.20275105216133, -2.392678697274768 52.20861473807265, -2.403893756158734 52.22145041157425, -2.384400136673566 52.22523482994902, -2.42306524241214 52.2372605126344, -2.464857579683693 52.23437393582962, -2.474701741080411 52.24135908689456, -2.468098951028781 52.256038011508, -2.42799581004903 52.27060993570516, -2.451402722584866 52.2850827749681, -2.50311281254 52.27744956325061, -2.4956508287493 52.2569415191676, -2.525819527831011 52.24809664095673, -2.531673004702459 52.25327676699439, -2.574205510713346 52.25273138507361, -2.6289691880592 52.24037291701072, -2.628296917417868 52.26116458050603, -2.597931224595734 52.28161771346029, -2.639877186845781 52.28637548178158, -2.663208436159681 52.30392099649678, -2.618034760824325 52.30695698256609, -2.623934486598695 52.32139413673985, -2.666066164549241 52.34230110323912, -2.689127764485612 52.3166054827206, -2.679811175160445 52.31202309293803, -2.71424980497088 52.30887789108581, -2.766986829792547 52.33611261750667, -2.748379763147911 52.33490239996333, -2.732766680802605 52.35553248815773, -2.792420108018481 52.35686360395606, -2.792504629907592 52.37528353413805, -2.807329097410493 52.37591144907746, -2.805432560640453 52.38825207095966, -2.818222880808048 52.39122995292763, -2.855017585559967 52.39548534527739, -2.88845681203454 52.38515420344496, -2.893135103394119 52.37408849388034, -2.917685149073499 52.38628847944783, -2.922310795169071 52.37514734652179, -2.900805135817164 52.36727026142022, -2.926143337376296 52.366995255805, -2.938889296921976 52.36105798303772, -2.933149244493046 52.35005213446382, -2.954651356250572 52.34915476284978))",2021-02-21,"Herefordshire, County of",3370.8
E06000020,"POLYGON ((-2.315576197662699 52.73294741582372, -2.312207544020449 52.74086721845655, -2.385031397300946 52.78955342404774, -2.371414258617482 52.79528455644492, -2.377654526201147 52.81164281642527, -2.416346602400128 52.82700599100469, -2.472894992733472 52.82080341977066, -2.45625527532494 52.78418645308112, -2.472809774491317 52.78042232780054, -2.489703541730065 52.78297328992815, -2.477120889941514 52.79937855245613, -2.486506583428081 52.80524571117536, -2.50302787014664 52.79660426694541, -2.521989023714498 52.79895132185274, -2.537514544607143 52.78510896482035, -2.533809898850221 52.79411882522189, -2.551835435705013 52.80253508279256, -2.582785515959917 52.80562515818409, -2.598006858389512 52.79796858308065, -2.592244450771648 52.77684955724346, -2.621003207671849 52.77652196058951, -2.632331285668168 52.75959055382972, -2.643128492568754 52.76708465967795, -2.663415374734711 52.7604411712564, -2.660239865844038 52.73162468875805, -2.597419968289747 52.71825116988208, -2.622549695421734 52.69903216853527, -2.555647373546747 52.67109810774244, -2.548457427267275 52.65471261330516, -2.501773549124928 52.62901881421026, -2.438110696087614 52.61455856031976, -2.436634748717589 52.62709404783543, -2.418295053608718 52.63377494106876, -2.419029011661811 52.66289201641823, -2.376547624492381 52.73959706250778, -2.357928626353085 52.73121254846891, -2.315576197662699 52.73294741582372))",2021-02-21,Telford and Wrekin,5722.4
E06000021,"POLYGON ((-2.212513750447985 52.98057935130132, -2.181609007556445 52.94620642033439, -2.17689847312917 52.95370713900543, -2.16259461482334 52.95336537432821, -2.145710728679886 52.97611079857488, -2.130403088858916 52.97117639830939, -2.121656902945646 52.95608624161329, -2.081218324417483 52.96690590448451, -2.08812772094549 52.97385200275998, -2.079238589284171 52.97450027298109, -2.091887515428512 52.9856083946605, -2.088571431594095 52.99713864828934, -2.104947596802827 52.99769382882303, -2.103466675500993 53.01085796491108, -2.123737408777995 53.02163813966929, -2.131778559000039 53.04733388250191, -2.116582969107281 53.04803292488317, -2.125399514753702 53.06457924601471, -2.161147429473033 53.0701202061733, -2.171700158723832 53.08944714807328, -2.181206754630313 53.08979706910969, -2.198615214687553 53.09271924379642, -2.23876135172224 53.07333926558373, -2.202516691885315 53.01995988519891, -2.215486736935784 53.01530509861995, -2.204340901530918 52.98139821175675, -2.212513750447985 52.98057935130132))",2021-02-21,Stoke-on-Trent,7163.3
E06000022,"POLYGON ((-2.51046233684169 51.42878216371344, -2.5262905152521 51.43477717179721, -2.536006974428521 51.41113680886058, -2.560874616175669 51.41172126016868, -2.570754292088907 51.39936916137274, -2.590132319730913 51.39754520806836, -2.603115937605978 51.38882419775265, -2.622704306229182 51.38940917856105, -2.614051770467757 51.38087945723924, -2.626953327385307 51.38713397487044, -2.630023233912549 51.37521305151279, -2.644405304573174 51.37513376882087, -2.658972031991739 51.34150746608607, -2.676534502861377 51.34196925231282, -2.668751412954539 51.3607837573953, -2.679703405306596 51.36012454425864, -2.694193824546748 51.37985688847712, -2.690501285510995 51.34952826912676, -2.707892130304153 51.33780322593581, -2.687181625435175 51.33035804322716, -2.694878954353379 51.31809429152472, -2.638698342806705 51.29482291611226, -2.627493433076151 51.28287082053559, -2.557824201762505 51.3026613960108, -2.497221106878731 51.29084090396147, -2.506356144254122 51.27899077980033, -2.478001091395085 51.27309674400195, -2.473792452978245 51.27798662305094, -2.451722603122243 51.27425140319219, -2.400917450142269 51.30480023305012, -2.387180772814274 51.29464344879676, -2.289090824296928 51.32527204854454, -2.300926931657839 51.33322253199189, -2.296409069488922 51.34266198502862, -2.344338417565937 51.34556372290053, -2.292056365893856 51.36957009843103, -2.296788165290604 51.39488727625329, -2.281812467781999 51.397228076674, -2.290861604254229 51.40571210405746, -2.278540712923747 51.41588220431924, -2.29461584331874 51.42880153608741, -2.312615748021717 51.42244618184125, -2.325028444963879 51.4369906306011, -2.343289694548783 51.43953349281215, -2.469451936766252 51.41590180614829, -2.480955420896613 51.42157849053503, -2.492725739697731 51.41815232425213, -2.491715672709315 51.42903485780864, -2.51046233684169 51.42878216371344))",2021-02-21,Bath and North East Somerset,4087.3
E06000023,"POLYGON ((-2.626958208697182 51.45119271170859, -2.625801462614837 51.44875461964683, -2.635650118963882 51.44303739067747, -2.640082875404909 51.4404634287068, -2.629524634450086 51.4373717867571, -2.63328561591729 51.40347587567818, -2.590132319730913 51.39754520806836, -2.570754292088907 51.39936916137274, -2.560874616175669 51.41172126016868, -2.536006974428521 51.41113680886058, -2.5262905152521 51.43477717179721, -2.51046233684169 51.42878216371344, -2.539345550000231 51.44579122560204, -2.521770496032213 51.45010034532816, -2.512246104426284 51.46233329641139, -2.515865011735717 51.4938673464108, -2.551851121280765 51.49224881712004, -2.588149926584744 51.50123470116097, -2.580988468283964 51.51740882454475, -2.652540558541458 51.51309816547451, -2.673813519193787 51.54443106195505, -2.718217502671175 51.50823976571333, -2.708815986277284 51.49779925920673, -2.684610403520965 51.48048643558118, -2.680111808515935 51.48167085000386, -2.67466060977118 51.48310576491556, -2.672559307819756 51.48365879934875, -2.661722566281832 51.48651001630591, -2.661341248102032 51.4862354677891, -2.659209234191692 51.48470032060284, -2.636700307098303 51.4684837956102, -2.629449173333845 51.45644178938748, -2.626958208697182 51.45119271170859))",2021-02-21,"Bristol, City of",6278.7
E06000024,"POLYGON ((-2.716482241695412 51.50060832443206, -2.730524693363931 51.50226533406727, -2.73259059994563 51.49248658819967, -2.755746306477931 51.4937843989881, -2.799866099049185 51.4851984602463, -2.85277205424544 51.45286152971622, -2.912797505039472 51.39624140499683, -2.890458142121368 51.38749999849199, -2.917312653417873 51.39586560994422, -2.9392792076602 51.3910229243799, -2.939761592030706 51.39816440721889, -2.980823797431165 51.38842899654112, -2.963051103808802 51.38293378765188, -2.962200878164798 51.37476516125107, -2.967497108354319 51.36366474679647, -2.99457587649122 51.35652436499957, -2.982787858579564 51.34914911188628, -2.989612936324014 51.3174924308287, -2.982976458806415 51.31201541712259, -2.993162688516881 51.30101108310568, -2.973453356386822 51.29568037874485, -2.9620389423923 51.30479099421206, -2.936638123988826 51.30305651229901, -2.897103809823071 51.29061457912079, -2.884919624858188 51.3066645554571, -2.877146030168254 51.30006267291919, -2.81023646544598 51.30142431202151, -2.818673212709886 51.32636545409741, -2.764644227352667 51.32257717472788, -2.694878954353379 51.31809429152472, -2.687181625435175 51.33035804322716, -2.707892130304153 51.33780322593581, -2.690501285510995 51.34952826912676, -2.694193824546748 51.37985688847712, -2.679703405306596 51.36012454425864, -2.668751412954539 51.3607837573953, -2.676534502861377 51.34196925231282, -2.658972031991739 51.34150746608607, -2.644405304573174 51.37513376882087, -2.630023233912549 51.37521305151279, -2.626953327385307 51.38713397487044, -2.614051770467757 51.38087945723924, -2.622704306229182 51.38940917856105, -2.603115937605978 51.38882419775265, -2.590132319730913 51.39754520806836, -2.63328561591729 51.40347587567818, -2.629524634450086 51.4373717867571, -2.640082875404909 51.4404634287068, -2.635650118963882 51.44303739067747, -2.625801462614837 51.44875461964683, -2.626958208697182 51.45119271170859, -2.629449173333845 51.45644178938748, -2.636700307098303 51.4684837956102, -2.659209234191692 51.48470032060284, -2.661341248102032 51.4862354677891, -2.661722566281832 51.48651001630591, -2.672559307819756 51.48365879934875, -2.67466060977118 51.48310576491556, -2.680111808515935 51.48167085000386, -2.684610403520965 51.48048643558118, -2.716482241695412 51.50060832443206))",2021-02-21,North Somerset,4430.1
E06000025,"POLYGON ((-2.534789096738593 51.67728361737092, -2.56910626844932 51.65554675950211, -2.575461943639905 51.63138604936708, -2.627790061810306 51.6056459961281, -2.663446441795914 51.57362384847639, -2.673813519193787 51.54443106195505, -2.652540558541458 51.51309816547451, -2.580988468283964 51.51740882454475, -2.588149926584744 51.50123470116097, -2.551851121280765 51.49224881712004, -2.515865011735717 51.4938673464108, -2.512246104426284 51.46233329641139, -2.521770496032213 51.45010034532816, -2.539345550000231 51.44579122560204, -2.51046233684169 51.42878216371344, -2.491715672709315 51.42903485780864, -2.492725739697731 51.41815232425213, -2.480955420896613 51.42157849053503, -2.469451936766252 51.41590180614829, -2.343289694548783 51.43953349281215, -2.325028444963879 51.4369906306011, -2.312615748021717 51.42244618184125, -2.29461584331874 51.42880153608741, -2.285124726353478 51.45784485230913, -2.295742946293817 51.45859003934402, -2.290465781487889 51.48665100401045, -2.311422935703285 51.48737307056894, -2.324324481728052 51.49750947281879, -2.252388250543086 51.52687355588938, -2.266501760464941 51.53626187741488, -2.260299523386127 51.56990082470259, -2.272559052458691 51.57759032741158, -2.282745779239054 51.5785165620246, -2.291637286720996 51.59369592110336, -2.331062559569405 51.59160219061706, -2.365581359663726 51.60373462283162, -2.370576558000087 51.59761370717624, -2.394657379657295 51.59736882403732, -2.388909669153666 51.62754037456846, -2.400474906348862 51.63514348111211, -2.385988502463777 51.63994310963164, -2.442983520479693 51.65249187997462, -2.490675324854813 51.64483398397045, -2.489640252983923 51.66396152257659, -2.534789096738593 51.67728361737092))",2021-02-21,South Gloucestershire,5031.0
E06000026,"POLYGON ((-4.163527493917901 50.42758866706698, -4.165477703792964 50.41972392366795, -4.192324198220183 50.42468386953239, -4.205337344867417 50.39953252335267, -4.194543195825515 50.39208600963835, -4.179781167184151 50.39662780377638, -4.192916776613996 50.39007634477734, -4.181545761246704 50.36498213654492, -4.163680105473659 50.36944850295241, -4.16408426761573 50.35891797150933, -4.154381278152426 50.36754751498543, -4.152828694386484 50.362422413488, -4.115704073470474 50.36178627163503, -4.101437228837037 50.38269128718986, -4.099782296166714 50.3792725094363, -4.112435926430447 50.35943475604721, -4.105387357918118 50.35650720061015, -4.135328662122797 50.35943971783077, -4.123056726946826 50.34670823664105, -4.090618406853275 50.34089701893076, -4.052944330523366 50.35651998402637, -4.050199652341952 50.3774707342474, -4.027061436602355 50.37903167136633, -4.021169445561016 50.39177703783269, -4.039649822377871 50.40142047287543, -4.071509990700021 50.40185032353487, -4.082667475929 50.42465639907315, -4.109540612982068 50.43209465554886, -4.113488303204435 50.44415380163886, -4.135663416220282 50.4329284402434, -4.155855546050716 50.43642701387867, -4.163527493917901 50.42758866706698))",2021-02-21,Plymouth,3291.1
